ICD10,CC,MCE_AGE_CONDITION
I2582,188.0,
I2583,188.0,age >= 15
I2584,188.0,
I2585,188.0,
I2589,188.0,
I259,188.0,
I2601,186.0,
I2601,215.0,
I2602,186.0,
I2602,215.0,
I2603,186.0,
I2603,215.0,
I2604,186.0,
I2604,215.0,
I2609,186.0,
I2609,215.0,
I2690,215.0,
I2692,215.0,
I2693,215.0,
I2694,215.0,
I2695,215.0,
I2696,215.0,
I2699,215.0,
I270,183.0,
I271,184.0,
I2720,184.0,
I2721,183.0,
I2722,184.0,
I2723,184.0,
I2724,184.0,
I2729,184.0,
I2781,184.0,
I2782,184.0,
I2783,183.0,
I27840,191.0,
I27841,191.0,
I27848,191.0,
I27849,191.0,
I2789,184.0,
I279,184.0,
I280,184.0,
I281,184.0,
I288,184.0,
I289,184.0,
I420,186.0,
I421,186.0,
I422,186.0,
I423,186.0,
I424,186.0,
I425,186.0,
I426,186.0,
I427,186.0,
I428,186.0,
I429,186.0,
I43,186.0,
I4710,193.0,
I4711,193.0,
I4719,193.0,
I479,193.0,
I480,193.0,
I4811,193.0,
I4819,193.0,
I4820,193.0,
I4821,193.0,
I483,193.0,
I484,193.0,
I4891,193.0,
I4892,193.0,
I492,193.0,
I501,186.0,
I5020,186.0,
I5021,186.0,
I5022,186.0,
I5023,186.0,
I5030,186.0,
I5031,186.0,
I5032,186.0,
I5033,186.0,
I5040,186.0,
I5041,186.0,
I5042,186.0,
I5043,186.0,
I50810,186.0,
I50811,186.0,
I50812,186.0,
I50813,186.0,
I50814,186.0,
I5082,186.0,
I5083,186.0,
I5084,186.0,
I5089,186.0,
I509,186.0,
I511,188.0,
I512,188.0,
I514,186.0,
I515,186.0,
I673,112.0,
I674,187.0,
I70231,311.0,age >= 15
I70232,311.0,age >= 15
I70233,311.0,age >= 15
I70234,311.0,age >= 15
I70235,311.0,age >= 15
I70238,311.0,age >= 15
I70239,311.0,age >= 15
I70241,311.0,age >= 15
I70242,311.0,age >= 15
I70243,311.0,age >= 15
I70244,311.0,age >= 15
I70245,311.0,age >= 15
I70248,311.0,age >= 15
I70249,311.0,age >= 15
I7025,311.0,age >= 15
I70331,311.0,age >= 15
I70332,311.0,age >= 15
I70333,311.0,age >= 15
I70334,311.0,age >= 15
I70335,311.0,age >= 15
I70338,311.0,age >= 15
I70339,311.0,age >= 15
I70341,311.0,age >= 15
I70342,311.0,age >= 15
I70343,311.0,age >= 15
I70344,311.0,age >= 15
I70345,311.0,age >= 15
I70348,311.0,age >= 15
I70349,311.0,age >= 15
I7035,311.0,age >= 15
I70431,311.0,age >= 15
I70432,311.0,age >= 15
I70433,311.0,age >= 15
I70434,311.0,age >= 15
I70435,311.0,age >= 15
I70438,311.0,age >= 15
I70439,311.0,age >= 15
I70441,311.0,age >= 15
I70442,311.0,age >= 15
I70443,311.0,age >= 15
I70444,311.0,age >= 15
I70445,311.0,age >= 15
I70448,311.0,age >= 15
I70449,311.0,age >= 15
I7045,311.0,age >= 15
I70531,311.0,age >= 15
I70532,311.0,age >= 15
I70533,311.0,age >= 15
I70534,311.0,age >= 15
I70535,311.0,age >= 15
I70538,311.0,age >= 15
I70539,311.0,age >= 15
I70541,311.0,age >= 15
I70542,311.0,age >= 15
I70543,311.0,age >= 15
I70544,311.0,age >= 15
I70545,311.0,age >= 15
I70548,311.0,age >= 15
I70549,311.0,age >= 15
I7055,311.0,age >= 15
I70631,311.0,age >= 15
I70632,311.0,age >= 15
I70633,311.0,age >= 15
I70634,311.0,age >= 15
I70635,311.0,age >= 15
I70638,311.0,age >= 15
I70639,311.0,age >= 15
I70641,311.0,age >= 15
I70642,311.0,age >= 15
I70643,311.0,age >= 15
I70644,311.0,age >= 15
I70645,311.0,age >= 15
I70648,311.0,age >= 15
I70649,311.0,age >= 15
I7065,311.0,age >= 15
I70731,311.0,age >= 15
I70732,311.0,age >= 15
I70733,311.0,age >= 15
I70734,311.0,age >= 15
I70735,311.0,age >= 15
I70738,311.0,age >= 15
I70739,311.0,age >= 15
I70741,311.0,age >= 15
I70742,311.0,age >= 15
I70743,311.0,age >= 15
I70744,311.0,age >= 15
I70745,311.0,age >= 15
I70748,311.0,age >= 15
I70749,311.0,age >= 15
I7075,311.0,age >= 15
I7782,83.0,
I8010,215.0,
I8011,215.0,
I8012,215.0,
I8013,215.0,
I80201,215.0,
I80202,215.0,
I80203,215.0,
I80209,215.0,
I80211,215.0,
I80212,215.0,
I80213,215.0,
I80219,215.0,
I80221,215.0,
I80222,215.0,
I80223,215.0,
I80229,215.0,
I80231,215.0,
I80232,215.0,
I80233,215.0,
I80239,215.0,
I80241,215.0,
I80242,215.0,
I80243,215.0,
I80249,215.0,
I80251,215.0,
I80252,215.0,
I80253,215.0,
I80259,215.0,
I80291,215.0,
I80292,215.0,
I80293,215.0,
I80299,215.0,
I820,215.0,
I82210,215.0,
I82211,215.0,
I82220,215.0,
I82221,215.0,
I82290,215.0,
I82291,215.0,
I823,215.0,
I82401,215.0,
I82402,215.0,
I82403,215.0,
I82409,215.0,
I82411,215.0,
I82412,215.0,
I82413,215.0,
I82419,215.0,
I82421,215.0,
I82422,215.0,
I82423,215.0,
I82429,215.0,
I82431,215.0,
I82432,215.0,
I82433,215.0,
I82439,215.0,
I82441,215.0,
I82442,215.0,
I82443,215.0,
I82449,215.0,
I82451,215.0,
I82452,215.0,
I82453,215.0,
I82459,215.0,
I82461,215.0,
I82462,215.0,
I82463,215.0,
I82469,215.0,
I82491,215.0,
I82492,215.0,
I82493,215.0,
I82499,215.0,
I824Y1,215.0,
I824Y2,215.0,
I824Y3,215.0,
I824Y9,215.0,
I824Z1,215.0,
I824Z2,215.0,
I824Z3,215.0,
I824Z9,215.0,
I82501,215.0,
I82502,215.0,
I82503,215.0,
I82509,215.0,
I82511,215.0,
I82512,215.0,
I82513,215.0,
I82519,215.0,
I82521,215.0,
I82522,215.0,
I82523,215.0,
I82529,215.0,
I82531,215.0,
I82532,215.0,
I82533,215.0,
I82539,215.0,
I82541,215.0,
I82542,215.0,
I82543,215.0,
I82549,215.0,
I82551,215.0,
I82552,215.0,
I82553,215.0,
I82559,215.0,
I82561,215.0,
I82562,215.0,
I82563,215.0,
I82569,215.0,
I82591,215.0,
I82592,215.0,
I82593,215.0,
I82599,215.0,
I825Y1,215.0,
I825Y2,215.0,
I825Y3,215.0,
I825Y9,215.0,
I825Z1,215.0,
I825Z2,215.0,
I825Z3,215.0,
I825Z9,215.0,
I82621,215.0,
I82622,215.0,
I82623,215.0,
I82629,215.0,
I82721,215.0,
I82722,215.0,
I82723,215.0,
I82729,215.0,
I82A11,215.0,
I82A12,215.0,
I82A13,215.0,
I82A19,215.0,
I82A21,215.0,
I82A22,215.0,
I82A23,215.0,
I82A29,215.0,
I82B11,215.0,
I82B12,215.0,
I82B13,215.0,
I82B19,215.0,
I82B21,215.0,
I82B22,215.0,
I82B23,215.0,
I82B29,215.0,
I82C11,215.0,
I82C12,215.0,
I82C13,215.0,
I82C19,215.0,
I82C21,215.0,
I82C22,215.0,
I82C23,215.0,
I82C29,215.0,
J410,229.0,
J411,229.0,
J418,229.0,
J42,229.0,
J430,229.0,
J431,229.0,
J432,229.0,
J438,229.0,
J439,229.0,
J440,229.0,
J441,229.0,
J4481,229.0,
J4489,229.0,
J449,229.0,
J4520,229.0,
J4521,229.0,
J4522,229.0,
J4530,229.0,
J4531,229.0,
J4532,229.0,
J4540,229.0,
J4541,229.0,
J4542,229.0,
J4550,228.0,
J4551,228.0,
J4552,228.0,
J45901,229.0,
J45902,229.0,
J45909,229.0,
J45990,229.0,
J45991,229.0,
J45998,229.0,
J470,229.0,
J471,229.0,
J479,229.0,
J4A0,396.0,
J4A8,396.0,
J4A9,396.0,
J8281,229.0,
J8283,229.0,
J8401,227.0,
J8402,227.0,
J8403,227.0,
J8409,227.0,
J8410,227.0,
J84111,227.0,
J84112,226.0,
J84113,227.0,
J84114,227.0,
J84115,227.0,
J84116,227.0,
J84117,227.0,
J84170,226.0,
J84178,227.0,
J842,227.0,
J8481,227.0,
J8482,227.0,age >= 15
J8483,227.0,
J84841,227.0,
J84842,227.0,
J84843,227.0,
J84848,227.0,
J8489,227.0,
J849,227.0,
J982,229.0,
J983,229.0,
J99,227.0,
K5000,67.0,
K50011,67.0,
K50012,67.0,
K50013,67.0,
K50014,67.0,
K50018,67.0,
K50019,67.0,
K5010,67.0,
K50111,67.0,
K50112,67.0,
K50113,67.0,
K50114,67.0,
K50118,67.0,
K50119,67.0,
K5080,67.0,
K50811,67.0,
K50812,67.0,
K50813,67.0,
K50814,67.0,
K50818,67.0,
K50819,67.0,
K5090,67.0,
K50911,67.0,
K50912,67.0,
K50913,67.0,
K50914,67.0,
K50918,67.0,
K50919,67.0,
K5100,67.0,
K51011,67.0,
K51012,67.0,
K51013,67.0,
K51014,67.0,
K51018,67.0,
K51019,67.0,
K5120,67.0,
K51211,67.0,
K51212,67.0,
K51213,67.0,
K51214,67.0,
K51218,67.0,
K51219,67.0,
K5130,67.0,
K51311,67.0,
K51312,67.0,
K51313,67.0,
K51314,67.0,
K51318,67.0,
K51319,67.0,
K5140,67.0,
K51411,67.0,
K51412,67.0,
K51413,67.0,
K51414,67.0,
K51418,67.0,
K51419,67.0,
K5150,67.0,
K51511,67.0,
K51512,67.0,
K51513,67.0,
K51514,67.0,
K51518,67.0,
K51519,67.0,
K5180,67.0,
K51811,67.0,
K51812,67.0,
K51813,67.0,
K51814,67.0,
K51818,67.0,
K51819,67.0,
K5190,67.0,
K51911,67.0,
K51912,67.0,
K51913,67.0,
K51914,67.0,
K51918,67.0,
K51919,67.0,
K52831,67.0,
K52832,67.0,
K52838,67.0,
K52839,67.0,
K743,59.0,
K860,65.0,
K861,65.0,
K862,66.0,
K863,66.0,
K8681,66.0,
K8689,66.0,
K869,66.0,
K87,66.0,
K900,66.0,
K901,66.0,
K902,66.0,
K903,66.0,
K9049,66.0,
K9081,66.0,
K90821,66.0,
K90822,66.0,
K90829,66.0,
K9083,66.0,
K9089,66.0,
K909,66.0,
K912,66.0,
L100,314.0,
L101,314.0,
L102,314.0,
L103,314.0,
L104,314.0,
L105,314.0,
L1081,314.0,
L1089,314.0,
L109,314.0,
L120,314.0,
L121,314.0,
L122,314.0,0 <= age <= 17
L128,314.0,
L129,314.0,
L130,314.0,
L131,314.0,
L138,314.0,
L139,314.0,
L14,314.0,
L400,316.0,
L401,316.0,
L402,316.0,
L403,316.0,
L404,316.0,
L4050,81.0,
L4051,81.0,
L4052,81.0,
L4053,81.0,
L4054,81.0,
L4059,81.0,
L408,316.0,
L409,316.0,
L410,316.0,
L411,316.0,
L413,316.0,
L414,316.0,
L415,316.0,
L418,316.0,
L419,316.0,
L88,314.0,
L930,317.0,
L931,317.0,
L932,317.0,
L945,316.0,
L97101,311.0,
L97102,311.0,
L97103,311.0,
L97104,311.0,
L97105,311.0,
L97106,311.0,
L97108,311.0,
L97109,311.0,
L97111,311.0,
L97112,311.0,
L97113,311.0,
L97114,311.0,
L97115,311.0,
L97116,311.0,
L97118,311.0,
L97119,311.0,
L97121,311.0,
L97122,311.0,
L97123,311.0,
L97124,311.0,
L97125,311.0,
L97126,311.0,
L97128,311.0,
L97129,311.0,
L97201,311.0,
L97202,311.0,
L97203,311.0,
L97204,311.0,
L97205,311.0,
L97206,311.0,
L97208,311.0,
L97209,311.0,
L97211,311.0,
L97212,311.0,
L97213,311.0,
L97214,311.0,
L97215,311.0,
L97216,311.0,
L97218,311.0,
L97219,311.0,
L97221,311.0,
L97222,311.0,
L97223,311.0,
L97224,311.0,
L97225,311.0,
L97226,311.0,
L97228,311.0,
L97229,311.0,
L97301,311.0,
L97302,311.0,
L97303,311.0,
L97304,311.0,
L97305,311.0,
L97306,311.0,
L97308,311.0,
L97309,311.0,
L97311,311.0,
L97312,311.0,
L97313,311.0,
L97314,311.0,
L97315,311.0,
L97316,311.0,
L97318,311.0,
L97319,311.0,
L97321,311.0,
L97322,311.0,
L97323,311.0,
L97324,311.0,
L97325,311.0,
L97326,311.0,
L97328,311.0,
L97329,311.0,
L97401,311.0,
L97402,311.0,
L97403,311.0,
L97404,311.0,
L97405,311.0,
L97406,311.0,
L97408,311.0,
L97409,311.0,
L97411,311.0,
L97412,311.0,
L97413,311.0,
L97414,311.0,
L97415,311.0,
L97416,311.0,
L97418,311.0,
L97419,311.0,
L97421,311.0,
L97422,311.0,
L97423,311.0,
L97424,311.0,
L97425,311.0,
L97426,311.0,
L97428,311.0,
L97429,311.0,
L97501,311.0,
L97502,311.0,
L97503,311.0,
L97504,311.0,
L97505,311.0,
L97506,311.0,
L97508,311.0,
L97509,311.0,
L97511,311.0,
L97512,311.0,
L97513,311.0,
L97514,311.0,
L97515,311.0,
L97516,311.0,
L97518,311.0,
L97519,311.0,
L97521,311.0,
L97522,311.0,
L97523,311.0,
L97524,311.0,
L97525,311.0,
L97526,311.0,
L97528,311.0,
L97529,311.0,
L97801,311.0,
L97802,311.0,
L97803,311.0,
L97804,311.0,
L97805,311.0,
L97806,311.0,
L97808,311.0,
L97809,311.0,
L97811,311.0,
L97812,311.0,
L97813,311.0,
L97814,311.0,
L97815,311.0,
L97816,311.0,
L97818,311.0,
L97819,311.0,
L97821,311.0,
L97822,311.0,
L97823,311.0,
L97824,311.0,
L97825,311.0,
L97826,311.0,
L97828,311.0,
L97829,311.0,
L97901,311.0,
L97902,311.0,
L97903,311.0,
L97904,311.0,
L97905,311.0,
L97906,311.0,
L97908,311.0,
L97909,311.0,
L97911,311.0,
L97912,311.0,
L97913,311.0,
L97914,311.0,
L97915,311.0,
L97916,311.0,
L97918,311.0,
L97919,311.0,
L97921,311.0,
L97922,311.0,
L97923,311.0,
L97924,311.0,
L97925,311.0,
L97926,311.0,
L97928,311.0,
L97929,311.0,
L98411,311.0,
L98412,311.0,
L98413,311.0,
L98414,311.0,
L98415,311.0,
L98416,311.0,
L98418,311.0,
L98419,311.0,
L98421,311.0,
L98422,311.0,
L98423,311.0,
L98424,311.0,
L98425,311.0,
L98426,311.0,
L98428,311.0,
L98429,311.0,
L98431,311.0,
L98432,311.0,
L98433,311.0,
L98434,311.0,
L98435,311.0,
L98436,311.0,
L98438,311.0,
L98439,311.0,
L98441,311.0,
L98442,311.0,
L98443,311.0,
L98444,311.0,
L98445,311.0,
L98446,311.0,
L98448,311.0,
L98449,311.0,
L98451,311.0,
L98452,311.0,
L98453,311.0,
L98454,311.0,
L98455,311.0,
L98456,311.0,
L98458,311.0,
L98459,311.0,
L98461,311.0,
L98462,311.0,
L98463,311.0,
L98464,311.0,
L98465,311.0,
L98466,311.0,
L98468,311.0,
L98469,311.0,
L98471,311.0,
L98472,311.0,
L98473,311.0,
L98474,311.0,
L98475,311.0,
L98476,311.0,
L98478,311.0,
L98479,311.0,
L98491,311.0,
L98492,311.0,
L98493,311.0,
L98494,311.0,
L98495,311.0,
L98496,311.0,
L98498,311.0,
L98499,311.0,
L98A111,311.0,
L98A112,311.0,
L98A113,311.0,
L98A114,311.0,
L98A115,311.0,
L98A116,311.0,
L98A118,311.0,
L98A119,311.0,
L98A121,311.0,
L98A122,311.0,
L98A123,311.0,
L98A124,311.0,
L98A125,311.0,
L98A126,311.0,
L98A128,311.0,
L98A129,311.0,
L98A191,311.0,
L98A192,311.0,
L98A193,311.0,
L98A194,311.0,
L98A195,311.0,
L98A196,311.0,
L98A198,311.0,
L98A199,311.0,
L98A211,311.0,
L98A212,311.0,
L98A213,311.0,
L98A214,311.0,
L98A215,311.0,
L98A216,311.0,
L98A218,311.0,
L98A219,311.0,
L98A221,311.0,
L98A222,311.0,
L98A223,311.0,
L98A224,311.0,
L98A225,311.0,
L98A226,311.0,
L98A228,311.0,
L98A229,311.0,
L98A291,311.0,
L98A292,311.0,
L98A293,311.0,
L98A294,311.0,
L98A295,311.0,
L98A296,311.0,
L98A298,311.0,
L98A299,311.0,
L98A311,311.0,
L98A312,311.0,
L98A313,311.0,
L98A314,311.0,
L98A315,311.0,
L98A316,311.0,
L98A318,311.0,
L98A319,311.0,
L98A321,311.0,
L98A322,311.0,
L98A323,311.0,
L98A324,311.0,
L98A325,311.0,
L98A326,311.0,
L98A328,311.0,
L98A329,311.0,
L98A391,311.0,
L98A392,311.0,
L98A393,311.0,
L98A394,311.0,
L98A395,311.0,
L98A396,311.0,
L98A398,311.0,
L98A399,311.0,
M0230,83.0,
M02311,83.0,
M02312,83.0,
M02319,83.0,
M02321,83.0,
M02322,83.0,
M02329,83.0,
M02331,83.0,
M02332,83.0,
M02339,83.0,
M02341,83.0,
M02342,83.0,
M02349,83.0,
M02351,83.0,
M02352,83.0,
M02359,83.0,
M02361,83.0,
M02362,83.0,
M02369,83.0,
M02371,83.0,
M02372,83.0,
M02379,83.0,
M0238,83.0,
M0239,83.0,
M041,83.0,
M042,83.0,
M048,83.0,
M049,83.0,
M0500,83.0,
M05011,83.0,
M05012,83.0,
M05019,83.0,
M05021,83.0,
M05022,83.0,
M05029,83.0,
M05031,83.0,
M05032,83.0,
M05039,83.0,
M05041,83.0,
M05042,83.0,
M05049,83.0,
M05051,83.0,
M05052,83.0,
M05059,83.0,
M05061,83.0,
M05062,83.0,
M05069,83.0,
M05071,83.0,
M05072,83.0,
M05079,83.0,
M0509,83.0,
M0510,83.0,
M05111,83.0,
M05112,83.0,
M05119,83.0,
M05121,83.0,
M05122,83.0,
M05129,83.0,
M05131,83.0,
M05132,83.0,
M05139,83.0,
M05141,83.0,
M05142,83.0,
M05149,83.0,
M05151,83.0,
M05152,83.0,
M05159,83.0,
M05161,83.0,
M05162,83.0,
M05169,83.0,
M05171,83.0,
M05172,83.0,
M05179,83.0,
M0519,83.0,
M0520,83.0,
M05211,83.0,
M05212,83.0,
M05219,83.0,
M05221,83.0,
M05222,83.0,
M05229,83.0,
M05231,83.0,
M05232,83.0,
M05239,83.0,
M05241,83.0,
M05242,83.0,
M05249,83.0,
M05251,83.0,
M05252,83.0,
M05259,83.0,
M05261,83.0,
M05262,83.0,
M05269,83.0,
M05271,83.0,
M05272,83.0,
M05279,83.0,
M0529,83.0,
M0530,83.0,
M05311,83.0,
M05312,83.0,
M05319,83.0,
M05321,83.0,
M05322,83.0,
M05329,83.0,
M05331,83.0,
M05332,83.0,
M05339,83.0,
M05341,83.0,
M05342,83.0,
M05349,83.0,
M05351,83.0,
M05352,83.0,
M05359,83.0,
M05361,83.0,
M05362,83.0,
M05369,83.0,
M05371,83.0,
M05372,83.0,
M05379,83.0,
M0539,83.0,
M0540,83.0,
M05411,83.0,
M05412,83.0,
M05419,83.0,
M05421,83.0,
M05422,83.0,
M05429,83.0,
M05431,83.0,
M05432,83.0,
M05439,83.0,
M05441,83.0,
M05442,83.0,
M05449,83.0,
M05451,83.0,
M05452,83.0,
M05459,83.0,
M05461,83.0,
M05462,83.0,
M05469,83.0,
M05471,83.0,
M05472,83.0,
M05479,83.0,
M0549,83.0,
M0550,83.0,
M0550,158.0,
M05511,83.0,
M05511,158.0,
M05512,83.0,
M05512,158.0,
M05519,83.0,
M05519,158.0,
M05521,83.0,
M05521,158.0,
M05522,83.0,
M05522,158.0,
M05529,83.0,
M05529,158.0,
M05531,83.0,
M05531,158.0,
M05532,83.0,
M05532,158.0,
M05539,83.0,
M05539,158.0,
M05541,83.0,
M05541,158.0,
M05542,83.0,
M05542,158.0,
M05549,83.0,
M05549,158.0,
M05551,83.0,
M05551,158.0,
M05552,83.0,
M05552,158.0,
M05559,83.0,
M05559,158.0,
M05561,83.0,
M05561,158.0,
M05562,83.0,
M05562,158.0,
M05569,83.0,
M05569,158.0,
M05571,83.0,
M05571,158.0,
M05572,83.0,
M05572,158.0,
M05579,83.0,
M05579,158.0,
M0559,83.0,
M0559,158.0,
M0560,83.0,
M05611,83.0,
M05612,83.0,
M05619,83.0,
M05621,83.0,
M05622,83.0,
M05629,83.0,
M05631,83.0,
M05632,83.0,
M05639,83.0,
M05641,83.0,
M05642,83.0,
M05649,83.0,
M05651,83.0,
M05652,83.0,
M05659,83.0,
M05661,83.0,
M05662,83.0,
M05669,83.0,
M05671,83.0,
M05672,83.0,
M05679,83.0,
M0569,83.0,
M0570,83.0,
M05711,83.0,
M05712,83.0,
M05719,83.0,
M05721,83.0,
M05722,83.0,
M05729,83.0,
M05731,83.0,
M05732,83.0,
M05739,83.0,
M05741,83.0,
M05742,83.0,
M05749,83.0,
M05751,83.0,
M05752,83.0,
M05759,83.0,
M05761,83.0,
M05762,83.0,
M05769,83.0,
M05771,83.0,
M05772,83.0,
M05779,83.0,
M0579,83.0,
M057A,83.0,
M0580,83.0,
M05811,83.0,
M05812,83.0,
M05819,83.0,
M05821,83.0,
M05822,83.0,
M05829,83.0,
M05831,83.0,
M05832,83.0,
M05839,83.0,
M05841,83.0,
M05842,83.0,
M05849,83.0,
M05851,83.0,
M05852,83.0,
M05859,83.0,
M05861,83.0,
M05862,83.0,
M05869,83.0,
M05871,83.0,
M05872,83.0,
M05879,83.0,
M0589,83.0,
M058A,83.0,
M059,83.0,
M05A,83.0,
M0600,83.0,
M06011,83.0,
M06012,83.0,
M06019,83.0,
M06021,83.0,
M06022,83.0,
M06029,83.0,
M06031,83.0,
M06032,83.0,
M06039,83.0,
M06041,83.0,
M06042,83.0,
M06049,83.0,
M06051,83.0,
M06052,83.0,
M06059,83.0,
M06061,83.0,
M06062,83.0,
M06069,83.0,
M06071,83.0,
M06072,83.0,
M06079,83.0,
M0608,83.0,
M0609,83.0,
M060A,83.0,
M061,83.0,age >= 15
M0620,83.0,
M06211,83.0,
M06212,83.0,
M06219,83.0,
M06221,83.0,
M06222,83.0,
M06229,83.0,
M06231,83.0,
M06232,83.0,
M06239,83.0,
M06241,83.0,
M06242,83.0,
M06249,83.0,
M06251,83.0,
M06252,83.0,
M06259,83.0,
M06261,83.0,
M06262,83.0,
M06269,83.0,
M06271,83.0,
M06272,83.0,
M06279,83.0,
M0628,83.0,
M0629,83.0,
M0630,83.0,
M06311,83.0,
M06312,83.0,
M06319,83.0,
M06321,83.0,
M06322,83.0,
M06329,83.0,
M06331,83.0,
M06332,83.0,
M06339,83.0,
M06341,83.0,
M06342,83.0,
M06349,83.0,
M06351,83.0,
M06352,83.0,
M06359,83.0,
M06361,83.0,
M06362,83.0,
M06369,83.0,
M06371,83.0,
M06372,83.0,
M06379,83.0,
M0638,83.0,
M0639,83.0,
M064,83.0,
M0680,83.0,
M06811,83.0,
M06812,83.0,
M06819,83.0,
M06821,83.0,
M06822,83.0,
M06829,83.0,
M06831,83.0,
M06832,83.0,
M06839,83.0,
M06841,83.0,
M06842,83.0,
M06849,83.0,
M06851,83.0,
M06852,83.0,
M06859,83.0,
M06861,83.0,
M06862,83.0,
M06869,83.0,
M06871,83.0,
M06872,83.0,
M06879,83.0,
M0688,83.0,
M0689,83.0,
M068A,83.0,
M069,83.0,
M0800,83.0,
M08011,83.0,
M08012,83.0,
M08019,83.0,
M08021,83.0,
M08022,83.0,
M08029,83.0,
M08031,83.0,
M08032,83.0,
M08039,83.0,
M08041,83.0,
M08042,83.0,
M08049,83.0,
M08051,83.0,
M08052,83.0,
M08059,83.0,
M08061,83.0,
M08062,83.0,
M08069,83.0,
M08071,83.0,
M08072,83.0,
M08079,83.0,
M0808,83.0,
M0809,83.0,
M080A,83.0,
M081,83.0,
M0820,83.0,
M08211,83.0,
M08212,83.0,
M08219,83.0,
M08221,83.0,
M08222,83.0,
M08229,83.0,
M08231,83.0,
M08232,83.0,
M08239,83.0,
M08241,83.0,
M08242,83.0,
M08249,83.0,
M08251,83.0,
M08252,83.0,
M08259,83.0,
M08261,83.0,
M08262,83.0,
M08269,83.0,
M08271,83.0,
M08272,83.0,
M08279,83.0,
M0828,83.0,
M0829,83.0,
M082A,83.0,
M083,83.0,
M0840,83.0,
M08411,83.0,
M08412,83.0,
M08419,83.0,
M08421,83.0,
M08422,83.0,
M08429,83.0,
M08431,83.0,
M08432,83.0,
M08439,83.0,
M08441,83.0,
M08442,83.0,
M08449,83.0,
M08451,83.0,
M08452,83.0,
M08459,83.0,
M08461,83.0,
M08462,83.0,
M08469,83.0,
M08471,83.0,
M08472,83.0,
M08479,83.0,
M0848,83.0,
M084A,83.0,
M0880,83.0,
M08811,83.0,
M08812,83.0,
M08819,83.0,
M08821,83.0,
M08822,83.0,
M08829,83.0,
M08831,83.0,
M08832,83.0,
M08839,83.0,
M08841,83.0,
M08842,83.0,
M08849,83.0,
M08851,83.0,
M08852,83.0,
M08859,83.0,
M08861,83.0,
M08862,83.0,
M08869,83.0,
M08871,83.0,
M08872,83.0,
M08879,83.0,
M0888,83.0,
M0889,83.0,
M0890,83.0,
M08911,83.0,
M08912,83.0,
M08919,83.0,
M08921,83.0,
M08922,83.0,
M08929,83.0,
M08931,83.0,
M08932,83.0,
M08939,83.0,
M08941,83.0,
M08942,83.0,
M08949,83.0,
M08951,83.0,
M08952,83.0,
M08959,83.0,
M08961,83.0,
M08962,83.0,
M08969,83.0,
M08971,83.0,
M08972,83.0,
M08979,83.0,
M0898,83.0,
M0899,83.0,
M089A,83.0,
M1200,83.0,
M12011,83.0,
M12012,83.0,
M12019,83.0,
M12021,83.0,
M12022,83.0,
M12029,83.0,
M12031,83.0,
M12032,83.0,
M12039,83.0,
M12041,83.0,
M12042,83.0,
M12049,83.0,
M12051,83.0,
M12052,83.0,
M12059,83.0,
M12061,83.0,
M12062,83.0,
M12069,83.0,
M12071,83.0,
M12072,83.0,
M12079,83.0,
M1208,83.0,
M1209,83.0,
M300,84.0,
M301,84.0,
M302,84.0,
M303,84.0,
M308,84.0,
M310,84.0,
M3110,84.0,
M3111,395.0,
M3119,84.0,
M312,84.0,
M3130,84.0,
M3131,84.0,
M314,84.0,
M315,84.0,
M316,84.0,
M317,84.0,
M320,84.0,
M3210,84.0,
M3211,84.0,
M3212,84.0,
M3213,84.0,
M3213,227.0,
M3214,84.0,
M3215,84.0,
M3219,84.0,
M328,84.0,
M329,84.0,
M3300,83.0,
M3301,83.0,
M3301,227.0,
M3302,83.0,
M3303,83.0,
M3309,83.0,
M3310,83.0,
M3311,83.0,
M3311,227.0,
M3312,83.0,
M3313,83.0,
M3319,83.0,
M3320,83.0,
M3321,83.0,
M3321,227.0,
M3322,83.0,
M3329,83.0,
M3390,83.0,
M3391,83.0,
M3391,227.0,
M3392,83.0,
M3393,83.0,
M3399,83.0,
M340,82.0,
M341,82.0,
M342,82.0,
M3481,82.0,
M3481,226.0,
M3482,82.0,
M3483,82.0,
M3483,158.0,
M3489,82.0,
M349,82.0,
M3500,84.0,
M3501,84.0,
M3502,84.0,
M3502,227.0,
M3503,84.0,
M3504,84.0,
M3505,84.0,
M3506,84.0,
M3507,84.0,
M3508,84.0,
M3509,84.0,
M350A,84.0,
M350B,84.0,
M350C,84.0,
M351,84.0,
M352,83.0,
M355,84.0,
M3589,84.0,
M359,84.0,
M360,83.0,
M368,84.0,
M450,83.0,
M451,83.0,
M452,83.0,
M453,83.0,
M454,83.0,
M455,83.0,
M456,83.0,
M457,83.0,
M458,83.0,
M459,83.0,
M45A0,83.0,
M45A1,83.0,
M45A2,83.0,
M45A3,83.0,
M45A4,83.0,
M45A5,83.0,
M45A6,83.0,
M45A7,83.0,
M45A8,83.0,
M45AB,83.0,
M4850XA,87.0,
M4851XA,87.0,
M4852XA,87.0,
M4853XA,87.0,
M4854XA,87.0,
M4855XA,87.0,
M4856XA,87.0,
M4857XA,87.0,
M4858XA,87.0,
M488X1,83.0,
M488X2,83.0,
M488X3,83.0,
M488X4,83.0,
M488X5,83.0,
M488X6,83.0,
M488X7,83.0,
M488X8,83.0,
M488X9,83.0,
M8000XA,87.0,age >= 15
M80011A,87.0,age >= 15
M80012A,87.0,age >= 15
M80019A,87.0,age >= 15
