ICD10,CC,MCE_AGE_CONDITION,AGE_EDIT_CONDITION,SEX_EDIT_CONDITION
F12959,135.0,,,
F12980,137.0,,,
F12988,137.0,,,
F1310,138.0,,,
F1311,138.0,,,
F13120,137.0,,,
F13121,137.0,,,
F13129,137.0,,,
F13130,137.0,,,
F13131,135.0,,,
F13132,135.0,,,
F13139,137.0,,,
F1314,137.0,,,
F13150,135.0,,,
F13151,135.0,,,
F13159,135.0,,,
F13180,137.0,,,
F13181,137.0,,,
F13182,137.0,,,
F13188,137.0,,,
F1319,137.0,,,
F1320,137.0,,,
F1321,137.0,,,
F13220,137.0,,,
F13221,137.0,,,
F13229,137.0,,,
F13230,137.0,,,
F13231,135.0,,,
F13232,135.0,,,
F13239,137.0,,,
F1324,137.0,,,
F13250,135.0,,,
F13251,135.0,,,
F13259,135.0,,,
F1326,135.0,,,
F1327,135.0,,,
F13280,137.0,,,
F13281,137.0,,,
F13282,137.0,,,
F13288,137.0,,,
F1329,137.0,,,
F13920,137.0,,,
F13921,137.0,,,
F13929,137.0,,,
F13930,137.0,,,
F13931,135.0,,,
F13932,135.0,,,
F13939,137.0,,,
F1394,137.0,,,
F13950,135.0,,,
F13951,135.0,,,
F13959,135.0,,,
F1396,135.0,,,
F1397,135.0,,,
F13980,137.0,,,
F13981,137.0,,,
F13982,137.0,,,
F13988,137.0,,,
F1399,137.0,,,
F1410,138.0,,,
F1411,138.0,,,
F14120,137.0,,,
F14121,137.0,,,
F14122,137.0,,,
F14129,137.0,,,
F1413,137.0,,,
F1414,137.0,,,
F14150,135.0,,,
F14151,135.0,,,
F14159,135.0,,,
F14180,137.0,,,
F14181,137.0,,,
F14182,137.0,,,
F14188,137.0,,,
F1419,137.0,,,
F1420,137.0,,,
F1421,137.0,,,
F14220,137.0,,,
F14221,137.0,,,
F14222,137.0,,,
F14229,137.0,,,
F1423,137.0,,,
F1424,137.0,,,
F14250,135.0,,,
F14251,135.0,,,
F14259,135.0,,,
F14280,137.0,,,
F14281,137.0,,,
F14282,137.0,,,
F14288,137.0,,,
F1429,137.0,,,
F14920,137.0,,,
F14921,137.0,,,
F14922,137.0,,,
F14929,137.0,,,
F1493,137.0,,,
F1494,137.0,,,
F14950,135.0,,,
F14951,135.0,,,
F14959,135.0,,,
F14980,137.0,,,
F14981,137.0,,,
F14982,137.0,,,
F14988,137.0,,,
F1499,137.0,,,
F1510,138.0,,,
F1511,138.0,,,
F15120,137.0,,,
F15121,137.0,,,
F15122,137.0,,,
F15129,137.0,,,
F1513,137.0,,,
F1514,137.0,,,
F15150,135.0,,,
F15151,135.0,,,
F15159,135.0,,,
F15180,137.0,,,
F15181,137.0,,,
F15182,137.0,,,
F15188,137.0,,,
F1519,137.0,,,
F1520,137.0,,,
F1521,137.0,,,
F15220,137.0,,,
F15221,137.0,,,
F15222,137.0,,,
F15229,137.0,,,
F1523,137.0,,,
F1524,137.0,,,
F15250,135.0,,,
F15251,135.0,,,
F15259,135.0,,,
F15280,137.0,,,
F15281,137.0,,,
F15282,137.0,,,
F15288,137.0,,,
F1529,137.0,,,
F15920,137.0,,,
F15921,137.0,,,
F15922,137.0,,,
F15929,137.0,,,
F1593,137.0,,,
F1594,137.0,,,
F15950,135.0,,,
F15951,135.0,,,
F15959,135.0,,,
F15980,137.0,,,
F15981,137.0,,,
F15982,137.0,,,
F15988,137.0,,,
F1599,137.0,,,
F1610,138.0,,,
F1611,138.0,,,
F16120,137.0,,,
F16121,137.0,,,
F16122,137.0,,,
F16129,137.0,,,
F1614,137.0,,,
F16150,135.0,,,
F16151,135.0,,,
F16159,135.0,,,
F16180,137.0,,,
F16183,137.0,,,
F16188,137.0,,,
F1619,137.0,,,
F1620,137.0,,,
F1621,137.0,,,
F16220,137.0,,,
F16221,137.0,,,
F16229,137.0,,,
F1624,137.0,,,
F16250,135.0,,,
F16251,135.0,,,
F16259,135.0,,,
F16280,137.0,,,
F16283,137.0,,,
F16288,137.0,,,
F1629,137.0,,,
F16920,137.0,,,
F16921,137.0,,,
F16929,137.0,,,
F1694,137.0,,,
F16950,135.0,,,
F16951,135.0,,,
F16959,135.0,,,
F16980,137.0,,,
F16983,137.0,,,
F16988,137.0,,,
F1699,137.0,,,
F1810,138.0,,,
F1811,138.0,,,
F18120,137.0,,,
F18121,137.0,,,
F18129,137.0,,,
F1814,137.0,,,
F18150,135.0,,,
F18151,135.0,,,
F18159,135.0,,,
F1817,135.0,,,
F18180,137.0,,,
F18188,137.0,,,
F1819,137.0,,,
F1820,137.0,,,
F1821,137.0,,,
F18220,137.0,,,
F18221,137.0,,,
F18229,137.0,,,
F1824,137.0,,,
F18250,135.0,,,
F18251,135.0,,,
F18259,135.0,,,
F1827,135.0,,,
F18280,137.0,,,
F18288,137.0,,,
F1829,137.0,,,
F18920,137.0,,,
F18921,137.0,,,
F18929,137.0,,,
F1894,137.0,,,
F18950,135.0,,,
F18951,135.0,,,
F18959,135.0,,,
F1897,135.0,,,
F18980,137.0,,,
F18988,137.0,,,
F1899,137.0,,,
F1910,138.0,,,
F1911,138.0,,,
F19120,137.0,,,
F19121,137.0,,,
F19122,137.0,,,
F19129,137.0,,,
F19130,137.0,,,
F19131,135.0,,,
F19132,135.0,,,
F19139,137.0,,,
F1914,137.0,,,
F19150,135.0,,,
F19151,135.0,,,
F19159,135.0,,,
F1916,135.0,,,
F1917,135.0,,,
F19180,137.0,,,
F19181,137.0,,,
F19182,137.0,,,
F19188,137.0,,,
F1919,137.0,,,
F1920,137.0,,,
F1921,137.0,,,
F19220,137.0,,,
F19221,137.0,,,
F19222,137.0,,,
F19229,137.0,,,
F19230,137.0,,,
F19231,135.0,,,
F19232,135.0,,,
F19239,137.0,,,
F1924,137.0,,,
F19250,135.0,,,
F19251,135.0,,,
F19259,135.0,,,
F1926,135.0,,,
F1927,135.0,,,
F19280,137.0,,,
F19281,137.0,,,
F19282,137.0,,,
F19288,137.0,,,
F1929,137.0,,,
F19920,137.0,,,
F19921,137.0,,,
F19922,137.0,,,
F19929,137.0,,,
F19930,137.0,,,
F19931,135.0,,,
F19932,135.0,,,
F19939,137.0,,,
F1994,137.0,,,
F19950,135.0,,,
F19951,135.0,,,
F19959,135.0,,,
F1996,135.0,,,
F1997,135.0,,,
F19980,137.0,,,
F19981,137.0,,,
F19982,137.0,,,
F19988,137.0,,,
F1999,137.0,,,
F200,151.0,,age >= 2,
F200,151.0,,age < 2,
F201,151.0,,age >= 2,
F201,151.0,,age < 2,
F202,151.0,,age >= 2,
F202,151.0,,age < 2,
F203,151.0,,age >= 2,
F203,151.0,,age < 2,
F205,151.0,,age >= 2,
F205,151.0,,age < 2,
F2081,151.0,,age >= 2,
F2081,151.0,,age < 2,
F2089,151.0,,age >= 2,
F2089,151.0,,age < 2,
F209,151.0,,age >= 2,
F209,151.0,,age < 2,
F21,153.0,,age >= 2,
F21,153.0,,age < 2,
F22,152.0,,age >= 2,
F22,152.0,,age < 2,
F23,152.0,,age >= 2,
F23,152.0,,age < 2,
F24,152.0,,age >= 2,
F24,152.0,,age < 2,
F250,151.0,,age >= 2,
F250,151.0,,age < 2,
F251,151.0,,age >= 2,
F251,151.0,,age < 2,
F258,151.0,,age >= 2,
F258,151.0,,age < 2,
F259,151.0,,age >= 2,
F259,151.0,,age < 2,
F28,152.0,,age >= 2,
F28,152.0,,age < 2,
F29,152.0,,age >= 2,
F29,152.0,,age < 2,
F3010,154.0,,age >= 2,
F3010,154.0,,age < 2,
F3011,154.0,,age >= 2,
F3011,154.0,,age < 2,
F3012,154.0,,age >= 2,
F3012,154.0,,age < 2,
F3013,154.0,,age >= 2,
F3013,154.0,,age < 2,
F302,152.0,,age >= 2,
F302,152.0,,age < 2,
F303,154.0,,age >= 2,
F303,154.0,,age < 2,
F308,154.0,,age >= 2,
F308,154.0,,age < 2,
F309,154.0,,age >= 2,
F309,154.0,,age < 2,
F310,154.0,,age >= 2,
F310,154.0,,age < 2,
F3110,154.0,,age >= 2,
F3110,154.0,,age < 2,
F3111,154.0,,age >= 2,
F3111,154.0,,age < 2,
F3112,154.0,,age >= 2,
F3112,154.0,,age < 2,
F3113,154.0,,age >= 2,
F3113,154.0,,age < 2,
F312,152.0,,age >= 2,
F312,152.0,,age < 2,
F3130,154.0,,age >= 2,
F3130,154.0,,age < 2,
F3131,154.0,,age >= 2,
F3131,154.0,,age < 2,
F3132,154.0,,age >= 2,
F3132,154.0,,age < 2,
F314,154.0,,age >= 2,
F314,154.0,,age < 2,
F315,152.0,,age >= 2,
F315,152.0,,age < 2,
F3160,154.0,,age >= 2,
F3160,154.0,,age < 2,
F3161,154.0,,age >= 2,
F3161,154.0,,age < 2,
F3162,154.0,,age >= 2,
F3162,154.0,,age < 2,
F3163,154.0,,age >= 2,
F3163,154.0,,age < 2,
F3164,152.0,,age >= 2,
F3164,152.0,,age < 2,
F3171,154.0,,age >= 2,
F3171,154.0,,age < 2,
F3173,154.0,,age >= 2,
F3173,154.0,,age < 2,
F3175,154.0,,age >= 2,
F3175,154.0,,age < 2,
F3177,154.0,,age >= 2,
F3177,154.0,,age < 2,
F3181,154.0,,age >= 2,
F3181,154.0,,age < 2,
F3189,154.0,,age >= 2,
F3189,154.0,,age < 2,
F319,154.0,,age >= 2,
F319,154.0,,age < 2,
F321,155.0,,,
F322,155.0,,age >= 2,
F322,155.0,,age < 2,
F323,152.0,,age >= 2,
F323,152.0,,age < 2,
F331,155.0,,,
F332,155.0,,age >= 2,
F332,155.0,,age < 2,
F333,152.0,,age >= 2,
F333,152.0,,age < 2,
F440,153.0,,age >= 2,
F440,153.0,,age < 2,
F441,153.0,,age >= 2,
F441,153.0,,age < 2,
F4481,153.0,,age >= 2,
F4481,153.0,,age < 2,
F481,153.0,,age >= 2,
F481,153.0,,age < 2,
F5000,153.0,,age >= 2,
F5000,153.0,,age < 2,
F50010,153.0,,age >= 2,
F50010,153.0,,age < 2,
F50011,153.0,,age >= 2,
F50011,153.0,,age < 2,
F50012,153.0,,age >= 2,
F50012,153.0,,age < 2,
F50013,153.0,,age >= 2,
F50013,153.0,,age < 2,
F50014,153.0,,age >= 2,
F50014,153.0,,age < 2,
F50019,153.0,,age >= 2,
F50019,153.0,,age < 2,
F50020,153.0,,age >= 2,
F50020,153.0,,age < 2,
F50021,153.0,,age >= 2,
F50021,153.0,,age < 2,
F50022,153.0,,age >= 2,
F50022,153.0,,age < 2,
F50023,153.0,,age >= 2,
F50023,153.0,,age < 2,
F50024,153.0,,age >= 2,
F50024,153.0,,age < 2,
F50029,153.0,,age >= 2,
F50029,153.0,,age < 2,
F5020,153.0,,age >= 2,
F5020,153.0,,age < 2,
F5021,153.0,,age >= 2,
F5021,153.0,,age < 2,
F5022,153.0,,age >= 2,
F5022,153.0,,age < 2,
F5023,153.0,,age >= 2,
F5023,153.0,,age < 2,
F5024,153.0,,age >= 2,
F5024,153.0,,age < 2,
F5025,153.0,,age >= 2,
F5025,153.0,,age < 2,
F531,152.0,9 <= age <= 64,,
F600,153.0,,age >= 2,
F600,153.0,,age < 2,
F601,153.0,,age >= 2,
F601,153.0,,age < 2,
F602,153.0,,age >= 2,
F602,153.0,,age < 2,
F603,153.0,,age >= 2,
F603,153.0,,age < 2,
F604,153.0,,age >= 2,
F604,153.0,,age < 2,
F605,153.0,,age >= 2,
F605,153.0,,age < 2,
F606,153.0,,age >= 2,
F606,153.0,,age < 2,
F607,153.0,,age >= 2,
F607,153.0,,age < 2,
F6081,153.0,,age >= 2,
F6081,153.0,,age < 2,
F6089,153.0,,age >= 2,
F6089,153.0,,age < 2,
F609,153.0,,age >= 2,
F609,153.0,,age < 2,
G041,182.0,,,
G0482,182.0,,,
G0489,182.0,,,
G0491,182.0,,,
G054,182.0,,,
G10,200.0,,,
G110,200.0,,,
G1110,200.0,,,
G1111,200.0,,,
G1119,200.0,,,
G112,200.0,age >= 15,,
G113,200.0,,,
G114,200.0,,,
G115,200.0,,,
G116,200.0,,,
G118,200.0,,,
G119,200.0,,,
G120,190.0,,,
G121,190.0,,,
G1220,190.0,,,
G1221,190.0,age >= 15,,
G1222,190.0,,,
G1223,190.0,,,
G1224,190.0,,,
G1225,190.0,,,
G1229,190.0,,,
G128,190.0,,,
G129,190.0,,,
G14,182.0,,,
G20A1,199.0,,,
G20A2,199.0,,,
G20B1,199.0,,,
G20B2,199.0,,,
G20C,199.0,,,
G213,199.0,,,
G214,199.0,,,
G218,199.0,,,
G219,199.0,,,
G230,199.0,,,
G231,199.0,,,
G232,199.0,,,
G233,199.0,,,
G238,199.0,,,
G239,199.0,,,
G300,127.0,,,
G301,127.0,age >= 15,,
G308,127.0,,,
G309,127.0,,,
G3101,127.0,,,
G3109,127.0,,,
G3180,200.0,,,
G3181,127.0,,,
G3182,127.0,,,
G3183,127.0,,,
G3186,127.0,,,
G320,182.0,,,
G3281,182.0,,,
G35,198.0,,,
G35A,198.0,,,
G35B0,198.0,,,
G35B1,198.0,,,
G35B2,198.0,,,
G35C0,198.0,,,
G35C1,198.0,,,
G35C2,198.0,,,
G35D,198.0,,,
G360,198.0,,,
G361,198.0,,,
G368,198.0,,,
G369,198.0,,,
G370,198.0,,,
G371,198.0,,,
G372,198.0,,,
G373,182.0,,,
G374,182.0,,,
G375,198.0,,,
G3781,198.0,,,
G3789,198.0,,,
G379,198.0,,,
G40001,201.0,,,
G40009,201.0,,,
G40011,201.0,,,
G40019,201.0,,,
G40101,201.0,,,
G40109,201.0,,,
G40111,201.0,,,
G40119,201.0,,,
G40201,201.0,,,
G40209,201.0,,,
G40211,201.0,,,
G40219,201.0,,,
G40301,201.0,,,
G40309,201.0,,,
G40311,201.0,,,
G40319,201.0,,,
G40401,201.0,,,
G40409,201.0,,,
G40411,201.0,,,
G40419,201.0,,,
G4042,201.0,,,
G40501,201.0,,,
G40509,201.0,,,
G40801,201.0,,,
G40802,201.0,,,
G40803,201.0,,,
G40804,201.0,,,
G40811,201.0,,,
G40812,201.0,,,
G40813,201.0,,,
G40814,201.0,,,
G40821,201.0,,,
G40822,201.0,,,
G40823,201.0,,,
G40824,201.0,,,
G40833,201.0,,,
G40834,201.0,,,
G40841,201.0,,,
G40842,201.0,,,
G40843,201.0,,,
G40844,201.0,,,
G4089,201.0,,,
G40901,201.0,,,
G40909,201.0,,,
G40911,201.0,,,
G40919,201.0,,,
G40A01,201.0,,,
G40A09,201.0,,,
G40A11,201.0,,,
G40A19,201.0,,,
G40B01,201.0,,,
G40B09,201.0,,,
G40B11,201.0,,,
G40B19,201.0,,,
G40C01,201.0,,,
G40C09,201.0,,,
G40C11,201.0,,,
G40C19,201.0,,,
G546,409.0,,,
G547,409.0,,,
G6181,193.0,,,
G6182,193.0,,,
G7000,196.0,,,
G7001,195.0,,,
G701,196.0,,,
G702,196.0,,,
G7080,196.0,,,
G7081,196.0,,,
G7089,196.0,,,
G709,196.0,,,
G7100,197.0,,,
G7101,197.0,,,
G7102,197.0,,,
G71031,197.0,,,
G71032,197.0,,,
G71033,197.0,,,
G710340,197.0,,,
G710341,197.0,,,
G710342,197.0,,,
G710349,197.0,,,
G71035,197.0,,,
G71036,197.0,,,
G71038,197.0,,,
G71039,197.0,,,
G7109,197.0,,,
G7111,197.0,,,
G7120,197.0,,,
G7121,197.0,,,
G71220,197.0,,,
G71228,197.0,,,
G7129,197.0,,,
G7241,93.0,,,
G731,196.0,,,
G733,196.0,,,
G800,191.0,,,
G801,192.0,,,
G802,192.0,,,
G803,192.0,,,
G804,192.0,,,
G808,192.0,,,
G809,192.0,,,
G8100,253.0,,,
G8101,253.0,,,
G8102,253.0,,,
G8103,253.0,,,
G8104,253.0,,,
G8110,253.0,,,
G8111,253.0,,,
G8112,253.0,,,
G8113,253.0,,,
G8114,253.0,,,
G8190,253.0,,,
G8191,253.0,,,
G8192,253.0,,,
G8193,253.0,,,
G8194,253.0,,,
G8220,181.0,,,
G8221,181.0,,,
G8222,181.0,,,
G8250,180.0,,,
G8251,180.0,,,
G8252,180.0,,,
G8253,180.0,,,
G8254,180.0,,,
G830,254.0,,,
G8310,254.0,,,
G8311,254.0,,,
G8312,254.0,,,
G8313,254.0,,,
G8314,254.0,,,
G8320,254.0,,,
G8321,254.0,,,
G8322,254.0,,,
G8323,254.0,,,
G8324,254.0,,,
G8330,254.0,,,
G8331,254.0,,,
G8332,254.0,,,
G8333,254.0,,,
G8334,254.0,,,
G834,182.0,,,
G835,254.0,,,
G8381,254.0,,,
G8382,254.0,,,
G8383,254.0,,,
G8384,254.0,,,
G8389,254.0,,,
G839,254.0,,,
G901,182.0,,,
G903,199.0,,,
G90B,200.0,,,
G910,127.0,,,
G911,127.0,,,
G912,127.0,,,
G913,127.0,,,
G914,127.0,,,
G918,127.0,,,
G919,127.0,,,
G931,202.0,,,
G9342,200.0,,,
G9343,200.0,,,
G9344,200.0,age >= 15,,
G9345,201.0,,,
G935,202.0,,,
G936,202.0,,,
G937,127.0,0 <= age <= 17,,
G950,182.0,,,
G9511,182.0,,,
G9519,182.0,,,
G9520,182.0,,,
G9529,182.0,,,
G9581,182.0,,,
G9589,182.0,,,
G959,182.0,,,
G992,182.0,,,
H348110,298.0,,,
H348111,298.0,,,
H348112,298.0,,,
H348120,298.0,,,
H348121,298.0,,,
H348122,298.0,,,
H348130,298.0,,,
H348131,298.0,,,
H348132,298.0,,,
H348190,298.0,,,
H348191,298.0,,,
H348192,298.0,,,
H348310,298.0,,,
H348311,298.0,,,
H348312,298.0,,,
H348320,298.0,,,
H348321,298.0,,,
H348322,298.0,,,
H348330,298.0,,,
H348331,298.0,,,
H348332,298.0,,,
H348390,298.0,,,
H348391,298.0,,,
H348392,298.0,,,
H353210,300.0,age >= 15,age >= 21,
H353210,300.0,age >= 15,age < 21,
H353211,300.0,age >= 15,age >= 21,
H353211,300.0,age >= 15,age < 21,
H353212,300.0,age >= 15,age >= 21,
H353212,300.0,age >= 15,age < 21,
H353213,300.0,age >= 15,age >= 21,
H353213,300.0,age >= 15,age < 21,
H353220,300.0,age >= 15,age >= 21,
H353220,300.0,age >= 15,age < 21,
H353221,300.0,age >= 15,age >= 21,
H353221,300.0,age >= 15,age < 21,
H353222,300.0,age >= 15,age >= 21,
H353222,300.0,age >= 15,age < 21,
H353223,300.0,age >= 15,age >= 21,
H353223,300.0,age >= 15,age < 21,
H353230,300.0,age >= 15,age >= 21,
H353230,300.0,age >= 15,age < 21,
H353231,300.0,age >= 15,age >= 21,
H353231,300.0,age >= 15,age < 21,
H353232,300.0,age >= 15,age >= 21,
H353232,300.0,age >= 15,age < 21,
H353233,300.0,age >= 15,age >= 21,
H353233,300.0,age >= 15,age < 21,
H353290,300.0,age >= 15,age >= 21,
H353290,300.0,age >= 15,age < 21,
H353291,300.0,age >= 15,age >= 21,
H353291,300.0,age >= 15,age < 21,
H353292,300.0,age >= 15,age >= 21,
H353292,300.0,age >= 15,age < 21,
H353293,300.0,age >= 15,age >= 21,
H353293,300.0,age >= 15,age < 21,
H36811,108.0,,,
H36812,108.0,,,
H36813,108.0,,,
H36819,108.0,,,
H36821,108.0,,,
H36821,298.0,,,
H36822,108.0,,,
H36822,298.0,,,
H36823,108.0,,,
H36823,298.0,,,
H36829,108.0,,,
H36829,298.0,,,
H4310,298.0,,,
H4311,298.0,,,
H4312,298.0,,,
H4313,298.0,,,
I0981,226.0,,,
I110,226.0,,,
I120,326.0,,,
I130,226.0,,,
I1311,326.0,,,
I132,226.0,,,
I132,326.0,,,
I200,229.0,,,
I2101,228.0,,,
I2102,228.0,,,
I2109,228.0,,,
I2111,228.0,,,
I2119,228.0,,,
I2121,228.0,,,
I2129,228.0,,,
I213,228.0,,,
I214,228.0,,,
I219,228.0,,,
I21A1,228.0,,,
I21A9,228.0,,,
I21B,228.0,,,
I220,228.0,,,
I221,228.0,,,
I222,228.0,,,
I228,228.0,,,
I229,228.0,,,
I230,229.0,age >= 15,,
I231,229.0,age >= 15,,
I232,229.0,age >= 15,,
I233,229.0,age >= 15,,
I234,229.0,,,
I235,229.0,,,
I236,229.0,age >= 15,,
I237,229.0,age >= 15,,
I238,229.0,age >= 15,,
I240,229.0,,,
I241,229.0,,,
I2481,229.0,,,
I2489,229.0,,,
I249,229.0,,,
I25110,229.0,age >= 15,,
I25700,229.0,age >= 15,,
I25710,229.0,age >= 15,,
I25720,229.0,age >= 15,,
I25730,229.0,age >= 15,,
I25750,229.0,,,
I25760,229.0,age >= 15,,
I25790,229.0,age >= 15,,
I2601,267.0,,,
I2602,267.0,,,
I2603,267.0,,,
I2604,267.0,,,
I2609,267.0,,,
I2690,267.0,,,
I2692,267.0,,,
I2693,267.0,,,
I2694,267.0,,,
I2695,267.0,,,
I2696,267.0,,,
I2699,267.0,,,
I270,226.0,,,
I271,226.0,,,
I2720,226.0,,,
I2721,226.0,,,
I2722,226.0,,,
I2723,226.0,,,
I2724,226.0,,,
I2729,226.0,,,
I2781,226.0,,,
I2782,267.0,,,
I2783,226.0,,,
I2789,226.0,,,
I279,226.0,,,
I280,226.0,,,
I281,226.0,,,
I288,226.0,,,
I289,226.0,,,
I3131,17.0,,,
I420,227.0,,,
I421,227.0,,,
I422,227.0,,,
I423,227.0,,,
I424,227.0,,,
I425,227.0,,,
I426,227.0,,,
I428,227.0,,,
I429,227.0,,,
I43,227.0,,,
I442,238.0,,,
I462,213.0,,,
I468,213.0,,,
I469,213.0,,,
I470,238.0,,,
I4720,238.0,,,
I4721,238.0,,,
I4729,238.0,,,
I479,238.0,,,
I480,238.0,,,
I4811,238.0,,,
I4819,238.0,,,
I4820,238.0,,,
I4821,238.0,,,
I483,238.0,,,
I484,238.0,,,
I4891,238.0,,,
I4892,238.0,,,
I4901,213.0,,,
I4902,213.0,,,
I492,238.0,,,
I495,238.0,,,
I501,226.0,,,
I5020,226.0,,,
I5021,225.0,,,
I5022,226.0,,,
I5023,224.0,,,
I5030,226.0,,,
I5031,225.0,,,
I5032,226.0,,,
I5033,224.0,,,
I5040,226.0,,,
I5041,225.0,,,
I5042,226.0,,,
I5043,224.0,,,
I50810,226.0,,,
I50811,225.0,,,
I50812,226.0,,,
I50813,225.0,,,
I50814,226.0,,,
I5082,226.0,,,
I5083,226.0,,,
I5084,222.0,,,
I5089,226.0,,,
I509,226.0,,,
I511,229.0,,,
I512,229.0,,,
I514,227.0,,,
I515,227.0,,,
I6000,248.0,,,
I6001,248.0,,,
I6002,248.0,,,
I6010,248.0,,,
I6011,248.0,,,
I6012,248.0,,,
I602,248.0,,,
I6030,248.0,,,
I6031,248.0,,,
I6032,248.0,,,
I604,248.0,,,
I6050,248.0,,,
I6051,248.0,,,
I6052,248.0,,,
I606,248.0,,,
I607,248.0,,,
I608,248.0,,,
I609,248.0,,,
I610,248.0,,,
I611,248.0,,,
I612,248.0,,,
I613,248.0,,,
I614,248.0,,,
I615,248.0,,,
I616,248.0,,,
I618,248.0,,,
I619,248.0,,,
I6200,248.0,,,
I6201,248.0,,,
I6202,248.0,,,
I6203,248.0,,,
I621,248.0,,,
I629,248.0,,,
I6300,249.0,,,
I63011,249.0,,,
I63012,249.0,,,
I63013,249.0,,,
I63019,249.0,,,
I6302,249.0,,,
I63031,249.0,,,
I63032,249.0,,,
I63033,249.0,,,
I63039,249.0,,,
I6309,249.0,,,
I6310,249.0,,,
I63111,249.0,,,
I63112,249.0,,,
I63113,249.0,,,
I63119,249.0,,,
I6312,249.0,,,
I63131,249.0,,,
I63132,249.0,,,
I63133,249.0,,,
I63139,249.0,,,
I6319,249.0,,,
I6320,249.0,,,
I63211,249.0,,,
I63212,249.0,,,
I63213,249.0,,,
I63219,249.0,,,
I6322,249.0,,,
I63231,249.0,,,
I63232,249.0,,,
I63233,249.0,,,
I63239,249.0,,,
I6329,249.0,,,
I6330,249.0,,,
I63311,249.0,,,
I63312,249.0,,,
I63313,249.0,,,
I63319,249.0,,,
I63321,249.0,,,
I63322,249.0,,,
I63323,249.0,,,
I63329,249.0,,,
I63331,249.0,,,
I63332,249.0,,,
I63333,249.0,,,
I63339,249.0,,,
I63341,249.0,,,
I63342,249.0,,,
I63343,249.0,,,
I63349,249.0,,,
I6339,249.0,,,
I6340,249.0,,,
I63411,249.0,,,
I63412,249.0,,,
I63413,249.0,,,
I63419,249.0,,,
I63421,249.0,,,
I63422,249.0,,,
I63423,249.0,,,
I63429,249.0,,,
I63431,249.0,,,
I63432,249.0,,,
I63433,249.0,,,
I63439,249.0,,,
I63441,249.0,,,
I63442,249.0,,,
I63443,249.0,,,
I63449,249.0,,,
I6349,249.0,,,
I6350,249.0,,,
I63511,249.0,,,
I63512,249.0,,,
I63513,249.0,,,
I63519,249.0,,,
I63521,249.0,,,
I63522,249.0,,,
I63523,249.0,,,
I63529,249.0,,,
I63531,249.0,,,
I63532,249.0,,,
I63533,249.0,,,
I63539,249.0,,,
I63541,249.0,,,
I63542,249.0,,,
I63543,249.0,,,
I63549,249.0,,,
I6359,249.0,,,
I636,249.0,,,
I6381,249.0,,,
I6389,249.0,,,
I639,249.0,,,
I673,127.0,,,
I69031,254.0,,,
I69032,254.0,,,
I69033,254.0,,,
I69034,254.0,,,
I69039,254.0,,,
I69041,254.0,,,
I69042,254.0,,,
I69043,254.0,,,
I69044,254.0,,,
I69049,254.0,,,
I69051,253.0,,,
I69052,253.0,,,
I69053,253.0,,,
I69054,253.0,,,
I69059,253.0,,,
I69061,254.0,,,
I69062,254.0,,,
I69063,254.0,,,
I69064,254.0,,,
I69065,254.0,,,
I69069,254.0,,,
I69131,254.0,,,
I69132,254.0,,,
I69133,254.0,,,
I69134,254.0,,,
I69139,254.0,,,
I69141,254.0,,,
I69142,254.0,,,
I69143,254.0,,,
I69144,254.0,,,
I69149,254.0,,,
I69151,253.0,,,
I69152,253.0,,,
I69153,253.0,,,
I69154,253.0,,,
I69159,253.0,,,
I69161,254.0,,,
I69162,254.0,,,
I69163,254.0,,,
I69164,254.0,,,
I69165,254.0,,,
I69169,254.0,,,
I69231,254.0,,,
I69232,254.0,,,
I69233,254.0,,,
I69234,254.0,,,
I69239,254.0,,,
I69241,254.0,,,
I69242,254.0,,,
I69243,254.0,,,
I69244,254.0,,,
I69249,254.0,,,
I69251,253.0,,,
I69252,253.0,,,
I69253,253.0,,,
I69254,253.0,,,
I69259,253.0,,,
I69261,254.0,,,
I69262,254.0,,,
I69263,254.0,,,
I69264,254.0,,,
I69265,254.0,,,
I69269,254.0,,,
I69331,254.0,,,
I69332,254.0,,,
I69333,254.0,,,
I69334,254.0,,,
I69339,254.0,,,
I69341,254.0,,,
I69342,254.0,,,
I69343,254.0,,,
I69344,254.0,,,
I69349,254.0,,,
I69351,253.0,,,
I69352,253.0,,,
I69353,253.0,,,
I69354,253.0,,,
I69359,253.0,,,
I69361,254.0,,,
I69362,254.0,,,
I69363,254.0,,,
I69364,254.0,,,
I69365,254.0,,,
I69369,254.0,,,
I69831,254.0,,,
I69832,254.0,,,
I69833,254.0,,,
I69834,254.0,,,
I69839,254.0,,,
I69841,254.0,,,
I69842,254.0,,,
I69843,254.0,,,
I69844,254.0,,,
I69849,254.0,,,
I69851,253.0,,,
I69852,253.0,,,
I69853,253.0,,,
I69854,253.0,,,
I69859,253.0,,,
I69861,254.0,,,
I69862,254.0,,,
I69863,254.0,,,
I69864,254.0,,,
I69865,254.0,,,
I69869,254.0,,,
I69931,254.0,,,
I69932,254.0,,,
I69933,254.0,,,
I69934,254.0,,,
I69939,254.0,,,
I69941,254.0,,,
I69942,254.0,,,
I69943,254.0,,,
I69944,254.0,,,
I69949,254.0,,,
I69951,253.0,,,
I69952,253.0,,,
I69953,253.0,,,
I69954,253.0,,,
I69959,253.0,,,
I69961,254.0,,,
I69962,254.0,,,
I69963,254.0,,,
I69964,254.0,,,
I69965,254.0,,,
I69969,254.0,,,
